case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition
56,Amend Request for Quotation,2011-07-18 18:06:34.359696+00:00,Fjodor Kowalski,start
56,Amend Request for Quotation,2011-07-18 18:15:26.456177+00:00,Fjodor Kowalski,complete
56,Analyze Request for Quotation,2011-07-19 16:42:46.158102+00:00,Magdalena Predutta,start
56,Analyze Request for Quotation,2011-07-19 17:23:47.684737+00:00,Magdalena Predutta,complete
56,Send Request for Quotation to Supplier,2011-07-20 02:55:24.648921+00:00,Karel de Groot,start
56,Send Request for Quotation to Supplier,2011-07-20 03:22:28.312331+00:00,Karel de Groot,complete
56,Create Quotation comparison Map,2011-07-20 06:33:13.678455+00:00,Magdalena Predutta,start
56,Create Quotation comparison Map,2011-07-20 09:07:37.576197+00:00,Magdalena Predutta,complete
56,Analyze Quotation Comparison Map,2011-07-20 19:03:41.955259+00:00,Christian Francois,start
56,Analyze Quotation Comparison Map,2011-07-20 19:18:49.513989+00:00,Christian Francois,complete
56,Choose best option,2011-07-20 19:18:49.513989+00:00,Immanuel Karagianni,start
56,Choose best option,2011-07-20 19:18:49.513989+00:00,Immanuel Karagianni,complete
56,Settle Conditions With Supplier,2011-07-20 22:27:12.788071+00:00,Magdalena Predutta,start
56,Settle Conditions With Supplier,2011-07-21 07:21:19.909232+00:00,Magdalena Predutta,complete
56,Create Purchase Order,2011-07-22 20:47:25.165276+00:00,Magdalena Predutta,start
56,Create Purchase Order,2011-07-22 20:58:20.532619+00:00,Magdalena Predutta,complete
56,Confirm Purchase Order,2011-07-23 22:46:06.976080+00:00,Esmeralda Clay,start
56,Confirm Purchase Order,2011-07-23 22:50:42.844355+00:00,Esmeralda Clay,complete
56,Deliver Goods Services,2011-07-25 20:15:01.756355+00:00,Sean Manney,start
56,Deliver Goods Services,2011-07-26 07:33:37.973353+00:00,Sean Manney,complete
56,Release Purchase Order,2011-07-26 15:49:43.850669+00:00,Immanuel Karagianni,start
56,Release Purchase Order,2011-07-26 15:50:43.850669+00:00,Immanuel Karagianni,complete
56,Approve Purchase Order for payment,2011-07-27 08:12:48.972365+00:00,Magdalena Predutta,start
56,Approve Purchase Order for payment,2011-07-27 08:13:48.972365+00:00,Magdalena Predutta,complete
56,Send Invoice,2011-07-28 17:41:44.014432+00:00,Carmen Finacse,start
56,Send Invoice,2011-07-28 17:41:44.014432+00:00,Carmen Finacse,complete
56,Release Supplier's Invoice,2011-07-29 09:16:47.113975+00:00,Karalda Nimwada,start
56,Release Supplier's Invoice,2011-07-29 09:20:47.035432+00:00,Karalda Nimwada,complete
56,Authorize Supplier's Invoice payment,2011-07-29 09:20:47.035432+00:00,Karalda Nimwada,complete
56,Authorize Supplier's Invoice payment,2011-07-29 09:20:47.035432+00:00,Karalda Nimwada,start
56,Pay Invoice,2011-07-29 10:07:53.273444+00:00,Karalda Nimwada,start
56,Pay Invoice,2011-07-29 10:17:28.795664+00:00,Karalda Nimwada,complete
57,Create Purchase Requisition,2011-06-23 19:00:32.990781+00:00,Immanuel Karagianni,start
57,Create Purchase Requisition,2011-06-23 20:43:54.063920+00:00,Immanuel Karagianni,complete
57,Create Request for Quotation,2011-06-24 01:26:37.207374+00:00,Anne Olwada,start
57,Create Request for Quotation,2011-06-24 01:37:32.037310+00:00,Anne Olwada,complete
57,Analyze Request for Quotation,2011-07-17 03:42:26.243850+00:00,Karel de Groot,start
57,Analyze Request for Quotation,2011-07-17 03:48:01.293072+00:00,Karel de Groot,complete
57,Amend Request for Quotation,2011-07-17 03:50:50.541585+00:00,Maris Freeman,start
57,Amend Request for Quotation,2011-07-17 04:02:49.903627+00:00,Maris Freeman,complete
57,Analyze Request for Quotation,2011-07-22 03:01:14.618119+00:00,Karel de Groot,start
57,Analyze Request for Quotation,2011-07-22 03:18:46.613659+00:00,Karel de Groot,complete
57,Send Request for Quotation to Supplier,2011-07-22 06:35:56.938688+00:00,Magdalena Predutta,start
57,Send Request for Quotation to Supplier,2011-07-22 07:03:02.463258+00:00,Magdalena Predutta,complete
57,Create Quotation comparison Map,2011-07-22 07:06:20.910885+00:00,Magdalena Predutta,start
57,Create Quotation comparison Map,2011-07-22 12:36:32.706493+00:00,Magdalena Predutta,complete
57,Analyze Quotation Comparison Map,2011-07-22 18:21:17.272806+00:00,Nico Ojenbeer,start
57,Analyze Quotation Comparison Map,2011-07-22 18:31:09.823390+00:00,Nico Ojenbeer,complete
57,Choose best option,2011-07-22 18:31:09.823390+00:00,Immanuel Karagianni,complete
57,Choose best option,2011-07-22 18:31:09.823390+00:00,Immanuel Karagianni,start
57,Settle Conditions With Supplier,2011-07-24 02:34:44.547112+00:00,Magdalena Predutta,start
57,Settle Conditions With Supplier,2011-07-24 08:03:19.597879+00:00,Magdalena Predutta,complete
57,Create Purchase Order,2011-07-24 09:45:09.348068+00:00,Magdalena Predutta,start
57,Create Purchase Order,2011-07-24 09:53:50.082454+00:00,Magdalena Predutta,complete
57,Confirm Purchase Order,2011-07-25 06:38:42.689314+00:00,Esmeralda Clay,start
57,Confirm Purchase Order,2011-07-25 06:45:57.437778+00:00,Esmeralda Clay,complete
57,Deliver Goods Services,2011-07-26 11:12:45.688269+00:00,Sean Manney,start
57,Deliver Goods Services,2011-07-26 20:25:00.497825+00:00,Sean Manney,complete
57,Release Purchase Order,2011-07-27 02:09:28.663549+00:00,Immanuel Karagianni,start
57,Release Purchase Order,2011-07-27 02:10:28.663549+00:00,Immanuel Karagianni,complete
57,Approve Purchase Order for payment,2011-07-27 07:58:50.357962+00:00,Magdalena Predutta,start
57,Approve Purchase Order for payment,2011-07-27 07:59:50.357962+00:00,Magdalena Predutta,complete
57,Send Invoice,2011-08-03 22:06:16.682951+00:00,Carmen Finacse,start
57,Send Invoice,2011-08-03 22:06:16.682951+00:00,Carmen Finacse,complete
57,Release Supplier's Invoice,2011-08-04 12:49:11.821586+00:00,Karalda Nimwada,start
57,Release Supplier's Invoice,2011-08-04 12:55:28.228050+00:00,Karalda Nimwada,complete
57,Authorize Supplier's Invoice payment,2011-08-04 12:55:28.228050+00:00,Karalda Nimwada,complete
57,Authorize Supplier's Invoice payment,2011-08-04 12:55:28.228050+00:00,Karalda Nimwada,start
57,Pay Invoice,2011-08-04 13:15:10.027876+00:00,Karalda Nimwada,start
57,Pay Invoice,2011-08-04 13:19:19.690591+00:00,Karalda Nimwada,complete
58,Create Purchase Requisition,2011-06-24 21:08:04.406528+00:00,Miu Hanwan,start
58,Create Purchase Requisition,2011-06-25 00:28:53.535710+00:00,Miu Hanwan,complete
58,Analyze Purchase Requisition,2011-06-25 05:48:49.315663+00:00,Francis Odell,start
58,Analyze Purchase Requisition,2011-06-25 05:55:24.842831+00:00,Francis Odell,complete
58,Create Request for Quotation,2011-06-25 05:59:18.404431+00:00,Francis Odell,start
58,Create Request for Quotation,2011-06-25 08:01:01.799716+00:00,Francis Odell,complete
58,Analyze Request for Quotation,2011-06-28 02:36:49.283372+00:00,Karel de Groot,start
58,Analyze Request for Quotation,2011-06-28 02:54:01.188459+00:00,Karel de Groot,complete
58,Send Request for Quotation to Supplier,2011-06-28 08:04:51.958812+00:00,Magdalena Predutta,start
58,Send Request for Quotation to Supplier,2011-06-28 08:33:17.053143+00:00,Magdalena Predutta,complete
58,Create Quotation comparison Map,2011-06-28 08:47:45.066000+00:00,Magdalena Predutta,start
58,Create Quotation comparison Map,2011-06-28 12:24:47.642486+00:00,Magdalena Predutta,complete
58,Analyze Quotation Comparison Map,2011-06-28 17:39:54.511236+00:00,Nico Ojenbeer,start
58,Analyze Quotation Comparison Map,2011-06-28 18:07:41.246813+00:00,Nico Ojenbeer,complete
58,Choose best option,2011-06-28 18:07:41.246813+00:00,Immanuel Karagianni,start
58,Choose best option,2011-06-28 18:07:41.246813+00:00,Immanuel Karagianni,complete
58,Settle Conditions With Supplier,2011-06-30 06:40:31.554950+00:00,Magdalena Predutta,start
58,Settle Conditions With Supplier,2011-06-30 15:46:15.430383+00:00,Magdalena Predutta,complete
58,Create Purchase Order,2011-06-30 23:59:54.891710+00:00,Magdalena Predutta,start
58,Create Purchase Order,2011-07-01 00:09:19.234245+00:00,Magdalena Predutta,complete
58,Confirm Purchase Order,2011-07-02 14:28:07.827163+00:00,Esmeralda Clay,start
58,Confirm Purchase Order,2011-07-02 14:35:09.533793+00:00,Esmeralda Clay,complete
58,Deliver Goods Services,2011-07-04 16:07:03.329957+00:00,Sean Manney,start
58,Deliver Goods Services,2011-07-06 16:10:21.716282+00:00,Sean Manney,complete
58,Release Purchase Order,2011-07-07 00:28:09.531579+00:00,Immanuel Karagianni,start
58,Release Purchase Order,2011-07-07 00:29:09.531579+00:00,Immanuel Karagianni,complete
58,Approve Purchase Order for payment,2011-07-07 15:35:24.963024+00:00,Magdalena Predutta,start
58,Approve Purchase Order for payment,2011-07-07 15:36:24.963024+00:00,Magdalena Predutta,complete
58,Send Invoice,2011-07-11 04:16:30.113729+00:00,Carmen Finacse,complete
58,Send Invoice,2011-07-11 04:16:30.113729+00:00,Carmen Finacse,start
58,Release Supplier's Invoice,2011-07-11 17:27:59.996178+00:00,Karalda Nimwada,start
58,Release Supplier's Invoice,2011-07-11 17:30:09.768554+00:00,Karalda Nimwada,complete
58,Authorize Supplier's Invoice payment,2011-07-11 17:30:36.641477+00:00,Karalda Nimwada,start
58,Authorize Supplier's Invoice payment,2011-07-11 17:30:36.641477+00:00,Karalda Nimwada,complete
58,Pay Invoice,2011-07-11 18:37:07.947138+00:00,Karalda Nimwada,start
58,Pay Invoice,2011-07-11 18:46:28.435698+00:00,Karalda Nimwada,complete
59,Create Purchase Requisition,2011-06-25 19:17:13.490970+00:00,Miu Hanwan,start
59,Create Purchase Requisition,2011-06-25 19:29:49.199047+00:00,Miu Hanwan,complete
59,Analyze Purchase Requisition,2011-06-26 06:59:05.944560+00:00,Francis Odell,start
59,Analyze Purchase Requisition,2011-06-26 07:07:29.533288+00:00,Francis Odell,complete
59,Amend Purchase Requisition,2011-06-26 17:38:16.210589+00:00,Miu Hanwan,start
59,Amend Purchase Requisition,2011-06-26 18:02:14.666099+00:00,Miu Hanwan,complete
59,Analyze Purchase Requisition,2011-06-27 12:16:47.081971+00:00,Maris Freeman,start
59,Analyze Purchase Requisition,2011-06-27 12:20:54.501914+00:00,Maris Freeman,complete
59,Create Request for Quotation,2011-06-27 13:04:35.348685+00:00,Penn Osterwalder,start
59,Create Request for Quotation,2011-06-27 14:08:32.141556+00:00,Maris Freeman,complete
59,Analyze Request for Quotation,2011-07-01 20:41:54.043350+00:00,Karel de Groot,start
59,Analyze Request for Quotation,2011-07-01 21:15:30.103023+00:00,Karel de Groot,complete
59,Amend Request for Quotation,2011-07-01 22:13:40.650014+00:00,Maris Freeman,start
59,Amend Request for Quotation,2011-07-01 22:31:16.257205+00:00,Maris Freeman,complete
59,Analyze Request for Quotation,2011-07-02 06:46:04.511996+00:00,Karel de Groot,start
59,Analyze Request for Quotation,2011-07-02 07:11:25.042383+00:00,Karel de Groot,complete
60,Create Purchase Requisition,2011-06-26 09:19:37.785244+00:00,Immanuel Karagianni,start
60,Create Purchase Requisition,2011-06-26 10:44:06.569992+00:00,Immanuel Karagianni,complete
60,Analyze Purchase Requisition,2011-06-27 02:09:14.737609+00:00,Heinz Gutschmidt,start
60,Analyze Purchase Requisition,2011-06-27 02:15:48.593639+00:00,Heinz Gutschmidt,complete
60,Create Request for Quotation,2011-06-27 02:23:22.206564+00:00,Heinz Gutschmidt,start
60,Create Request for Quotation,2011-06-27 02:25:53.499478+00:00,Heinz Gutschmidt,complete
60,Analyze Request for Quotation,2011-06-28 16:32:43.481294+00:00,Karel de Groot,start
60,Analyze Request for Quotation,2011-06-28 16:46:20.281900+00:00,Karel de Groot,complete
60,Amend Request for Quotation,2011-06-28 17:40:07.812197+00:00,Maris Freeman,start
60,Amend Request for Quotation,2011-06-28 17:50:21.511767+00:00,Maris Freeman,complete
60,Analyze Request for Quotation,2011-07-14 03:48:43.098076+00:00,Karel de Groot,start
60,Analyze Request for Quotation,2011-07-14 04:30:01.101164+00:00,Karel de Groot,complete
60,Amend Request for Quotation,2011-07-14 16:32:55.018077+00:00,Maris Freeman,start
60,Amend Request for Quotation,2011-07-14 16:42:02.488302+00:00,Maris Freeman,complete
60,Analyze Request for Quotation,2011-08-15 09:47:03.771778+00:00,Karel de Groot,start
60,Analyze Request for Quotation,2011-08-15 10:04:47.149508+00:00,Karel de Groot,complete
60,Amend Request for Quotation,2011-08-15 10:30:18.486216+00:00,Maris Freeman,start
60,Amend Request for Quotation,2011-08-15 10:40:05.189132+00:00,Maris Freeman,complete
60,Analyze Request for Quotation,2011-08-16 16:15:34.696227+00:00,Karel de Groot,start
60,Analyze Request for Quotation,2011-08-16 16:37:27.502938+00:00,Karel de Groot,complete
60,Amend Request for Quotation,2011-08-16 19:05:55.611153+00:00,Maris Freeman,start
60,Amend Request for Quotation,2011-08-16 19:12:42.368284+00:00,Maris Freeman,complete
60,Analyze Request for Quotation,2011-08-17 08:02:22.179190+00:00,Karel de Groot,start
60,Analyze Request for Quotation,2011-08-17 08:32:11.196836+00:00,Karel de Groot,complete
60,Send Request for Quotation to Supplier,2011-08-17 15:38:31.510746+00:00,Magdalena Predutta,start
60,Send Request for Quotation to Supplier,2011-08-17 16:20:37.417635+00:00,Magdalena Predutta,complete
60,Create Quotation comparison Map,2011-08-17 20:25:01.270296+00:00,Magdalena Predutta,start
60,Create Quotation comparison Map,2011-08-17 23:03:02.150364+00:00,Magdalena Predutta,complete
60,Analyze Quotation Comparison Map,2011-08-18 08:01:46.425069+00:00,Nico Ojenbeer,start
60,Choose best option,2011-08-18 08:06:12.236588+00:00,Immanuel Karagianni,start
60,Analyze Quotation Comparison Map,2011-08-18 08:06:12.236588+00:00,Nico Ojenbeer,complete
60,Choose best option,2011-08-18 08:06:12.236588+00:00,Immanuel Karagianni,complete
60,Settle Conditions With Supplier,2011-08-18 12:55:21.434100+00:00,Magdalena Predutta,start
60,Settle Conditions With Supplier,2011-08-18 22:29:00.320253+00:00,Magdalena Predutta,complete
60,Create Purchase Order,2011-08-20 03:00:36.006562+00:00,Magdalena Predutta,start
60,Create Purchase Order,2011-08-20 03:11:14.190776+00:00,Magdalena Predutta,complete
60,Confirm Purchase Order,2011-08-20 06:13:22.632662+00:00,Esmeralda Clay,start
60,Confirm Purchase Order,2011-08-20 06:36:58.066551+00:00,Esmeralda Clay,complete
60,Deliver Goods Services,2011-08-21 20:39:52.834526+00:00,Sean Manney,start
60,Deliver Goods Services,2011-08-24 01:55:42.147873+00:00,Sean Manney,complete
60,Release Purchase Order,2011-08-24 05:25:50.350529+00:00,Immanuel Karagianni,start
60,Release Purchase Order,2011-08-24 05:26:50.350529+00:00,Immanuel Karagianni,complete
60,Approve Purchase Order for payment,2011-08-24 18:46:04.109020+00:00,Magdalena Predutta,start
60,Approve Purchase Order for payment,2011-08-24 18:47:04.109020+00:00,Magdalena Predutta,complete
60,Send Invoice,2011-08-25 10:53:44.270271+00:00,Carmen Finacse,start
60,Send Invoice,2011-08-25 10:53:44.270271+00:00,Carmen Finacse,complete
60,Release Supplier's Invoice,2011-08-26 02:15:06.442945+00:00,Karalda Nimwada,start
60,Authorize Supplier's Invoice payment,2011-08-26 02:17:55.859138+00:00,Karalda Nimwada,complete
60,Authorize Supplier's Invoice payment,2011-08-26 02:17:55.859138+00:00,Karalda Nimwada,start
60,Release Supplier's Invoice,2011-08-26 02:17:55.859138+00:00,Karalda Nimwada,complete
60,Pay Invoice,2011-08-26 03:04:58.523679+00:00,Karalda Nimwada,start
60,Pay Invoice,2011-08-26 03:10:29.125263+00:00,Karalda Nimwada,complete
61,Create Purchase Requisition,2011-06-26 22:32:28.773831+00:00,Elvira Lores,start
61,Create Purchase Requisition,2011-06-26 23:28:41.304747+00:00,Elvira Lores,complete
61,Analyze Purchase Requisition,2011-06-27 09:12:51.508158+00:00,Heinz Gutschmidt,start
61,Analyze Purchase Requisition,2011-06-27 09:19:20.714445+00:00,Heinz Gutschmidt,complete
61,Create Request for Quotation,2011-06-27 09:25:12.290311+00:00,Heinz Gutschmidt,start
61,Create Request for Quotation,2011-06-27 09:26:42.100446+00:00,Heinz Gutschmidt,complete
61,Analyze Request for Quotation,2011-06-28 12:08:43.620528+00:00,Magdalena Predutta,start
61,Analyze Request for Quotation,2011-06-28 12:33:01.249437+00:00,Magdalena Predutta,complete
61,Send Request for Quotation to Supplier,2011-06-30 20:06:38.449127+00:00,Magdalena Predutta,start
61,Send Request for Quotation to Supplier,2011-06-30 20:42:43.446571+00:00,Magdalena Predutta,complete
61,Create Quotation comparison Map,2011-07-01 02:52:39.183744+00:00,Karel de Groot,start
61,Create Quotation comparison Map,2011-07-01 08:37:56.333823+00:00,Karel de Groot,complete
61,Analyze Quotation Comparison Map,2011-07-01 19:33:18.249263+00:00,Miu Hanwan,start
61,Choose best option,2011-07-01 19:50:07.021806+00:00,Immanuel Karagianni,start
61,Choose best option,2011-07-01 19:50:07.021806+00:00,Immanuel Karagianni,complete
61,Analyze Quotation Comparison Map,2011-07-01 19:50:07.021806+00:00,Nico Ojenbeer,complete
61,Settle Conditions With Supplier,2011-07-02 06:34:31.704144+00:00,Magdalena Predutta,start
61,Settle Conditions With Supplier,2011-07-02 18:17:02.025044+00:00,Magdalena Predutta,complete
61,Create Purchase Order,2011-07-02 19:21:06.574447+00:00,Magdalena Predutta,start
61,Create Purchase Order,2011-07-02 19:33:48.577469+00:00,Magdalena Predutta,complete
61,Confirm Purchase Order,2011-07-03 19:28:24.742847+00:00,Esmeralda Clay,start
61,Confirm Purchase Order,2011-07-03 19:36:30.921535+00:00,Esmeralda Clay,complete
61,Deliver Goods Services,2011-07-04 16:18:35.960956+00:00,Sean Manney,start
61,Deliver Goods Services,2011-07-05 22:01:50.283075+00:00,Sean Manney,complete
61,Release Purchase Order,2011-07-06 01:35:11.067126+00:00,Immanuel Karagianni,start
61,Release Purchase Order,2011-07-06 01:36:11.067126+00:00,Immanuel Karagianni,complete
61,Approve Purchase Order for payment,2011-07-06 11:37:04.542195+00:00,Magdalena Predutta,start
61,Approve Purchase Order for payment,2011-07-06 11:38:04.542195+00:00,Magdalena Predutta,complete
61,Send Invoice,2011-07-09 02:58:13.652783+00:00,Carmen Finacse,start
61,Send Invoice,2011-07-09 02:58:13.652783+00:00,Carmen Finacse,complete
61,Release Supplier's Invoice,2011-07-09 16:43:41.190156+00:00,Karalda Nimwada,start
61,Release Supplier's Invoice,2011-07-09 16:48:37.071656+00:00,Karalda Nimwada,complete
61,Settle Dispute With Supplier,2011-07-09 18:27:40.277523+00:00,Pedro Alvares,start
61,Authorize Supplier's Invoice payment,2011-07-09 18:56:06.812175+00:00,Karalda Nimwada,complete
61,Authorize Supplier's Invoice payment,2011-07-09 18:56:06.812175+00:00,Karalda Nimwada,start
61,Settle Dispute With Supplier,2011-07-09 18:56:06.812175+00:00,Pedro Alvares,complete
61,Pay Invoice,2011-07-09 19:44:29.158988+00:00,Karalda Nimwada,start
61,Pay Invoice,2011-07-09 19:55:29.448341+00:00,Karalda Nimwada,complete
62,Create Purchase Requisition,2011-06-26 23:32:00.454430+00:00,Penn Osterwalder,start
62,Create Purchase Requisition,2011-06-27 00:14:37.427941+00:00,Penn Osterwalder,complete
62,Analyze Purchase Requisition,2011-06-27 21:57:49.025860+00:00,Heinz Gutschmidt,start
62,Analyze Purchase Requisition,2011-06-27 22:02:18.092697+00:00,Heinz Gutschmidt,complete
63,Create Purchase Requisition,2011-06-27 00:18:57.322019+00:00,Anna Kaufmann,start
63,Create Purchase Requisition,2011-06-27 00:58:59.517004+00:00,Anna Kaufmann,complete
63,Create Request for Quotation,2011-06-27 04:22:19.406314+00:00,Anne Olwada,start
63,Create Request for Quotation,2011-06-27 04:26:29.322399+00:00,Anne Olwada,complete
63,Analyze Request for Quotation,2011-06-29 20:35:39.090170+00:00,Karel de Groot,start
63,Analyze Request for Quotation,2011-06-29 20:48:17.401372+00:00,Karel de Groot,complete
63,Send Request for Quotation to Supplier,2011-06-30 10:46:59.886116+00:00,Francois de Perrier,start
63,Send Request for Quotation to Supplier,2011-06-30 11:15:16.354874+00:00,Francois de Perrier,complete
63,Create Quotation comparison Map,2011-06-30 19:39:33.054283+00:00,Francois de Perrier,start
63,Create Quotation comparison Map,2011-06-30 21:13:15.140502+00:00,Francois de Perrier,complete
63,Analyze Quotation Comparison Map,2011-07-01 07:57:32.650746+00:00,Nico Ojenbeer,start
63,Choose best option,2011-07-01 08:27:31.264551+00:00,Immanuel Karagianni,start
63,Choose best option,2011-07-01 08:27:31.264551+00:00,Immanuel Karagianni,complete
63,Analyze Quotation Comparison Map,2011-07-01 08:27:31.264551+00:00,Nico Ojenbeer,complete
63,Settle Conditions With Supplier,2011-07-01 20:10:01.383112+00:00,Magdalena Predutta,start
63,Settle Conditions With Supplier,2011-07-02 10:14:52.112812+00:00,Magdalena Predutta,complete
63,Create Purchase Order,2011-07-02 15:25:59.494747+00:00,Magdalena Predutta,start
63,Create Purchase Order,2011-07-02 15:34:32.341602+00:00,Magdalena Predutta,complete
63,Confirm Purchase Order,2011-07-13 14:45:30.137676+00:00,Esmeralda Clay,start
63,Confirm Purchase Order,2011-07-13 14:53:58.829607+00:00,Esmeralda Clay,complete
63,Deliver Goods Services,2011-07-23 03:16:03.352716+00:00,Sean Manney,start
63,Deliver Goods Services,2011-07-24 06:27:59.728869+00:00,Sean Manney,complete
63,Release Purchase Order,2011-07-24 17:37:12.615712+00:00,Immanuel Karagianni,start
63,Release Purchase Order,2011-07-24 17:38:12.615712+00:00,Immanuel Karagianni,complete
63,Approve Purchase Order for payment,2011-07-25 13:39:32.238557+00:00,Magdalena Predutta,start
63,Approve Purchase Order for payment,2011-07-25 13:40:32.238557+00:00,Magdalena Predutta,complete
63,Send Invoice,2011-07-26 14:35:13.271695+00:00,Carmen Finacse,start
63,Send Invoice,2011-07-26 14:35:13.271695+00:00,Carmen Finacse,complete
63,Release Supplier's Invoice,2011-07-27 02:33:12.320695+00:00,Karalda Nimwada,start
63,Authorize Supplier's Invoice payment,2011-07-27 02:36:12.899082+00:00,Karalda Nimwada,complete
63,Authorize Supplier's Invoice payment,2011-07-27 02:36:12.899082+00:00,Karalda Nimwada,start
63,Release Supplier's Invoice,2011-07-27 02:36:12.899082+00:00,Karalda Nimwada,complete
63,Pay Invoice,2011-07-27 04:11:46.553712+00:00,Karalda Nimwada,start
63,Pay Invoice,2011-07-27 04:24:41.429707+00:00,Karalda Nimwada,complete
64,Create Purchase Requisition,2011-06-27 07:14:38.984073+00:00,Tesca Lobes,start
64,Create Purchase Requisition,2011-06-27 08:51:58.858114+00:00,Tesca Lobes,complete
64,Create Request for Quotation,2011-06-27 13:28:00.821775+00:00,Anne Olwada,start
64,Create Request for Quotation,2011-06-27 13:29:10.633915+00:00,Anne Olwada,complete
64,Analyze Request for Quotation,2011-07-08 21:16:56.453658+00:00,Magdalena Predutta,start
64,Analyze Request for Quotation,2011-07-08 21:35:36.596595+00:00,Magdalena Predutta,complete
64,Send Request for Quotation to Supplier,2011-07-10 09:10:20.366257+00:00,Magdalena Predutta,start
64,Send Request for Quotation to Supplier,2011-07-10 09:31:06.924266+00:00,Magdalena Predutta,complete
64,Create Quotation comparison Map,2011-07-10 15:25:19.687176+00:00,Magdalena Predutta,start
64,Create Quotation comparison Map,2011-07-10 21:05:12.901143+00:00,Magdalena Predutta,complete
64,Analyze Quotation Comparison Map,2011-07-10 23:09:52.193531+00:00,Penn Osterwalder,start
64,Choose best option,2011-07-11 00:28:03.609522+00:00,Immanuel Karagianni,complete
64,Choose best option,2011-07-11 00:28:03.609522+00:00,Immanuel Karagianni,start
64,Analyze Quotation Comparison Map,2011-07-11 00:28:03.609522+00:00,Penn Osterwalder,complete
64,Settle Conditions With Supplier,2011-07-12 02:37:27.233537+00:00,Magdalena Predutta,start
64,Settle Conditions With Supplier,2011-07-12 11:43:03.479451+00:00,Magdalena Predutta,complete
64,Create Purchase Order,2011-07-12 22:32:24.177751+00:00,Karel de Groot,start
64,Create Purchase Order,2011-07-12 22:42:51.920716+00:00,Karel de Groot,complete
64,Confirm Purchase Order,2011-07-16 01:22:29.228198+00:00,Kiu Kan,start
64,Confirm Purchase Order,2011-07-16 01:26:05.117051+00:00,Kiu Kan,complete
64,Deliver Goods Services,2011-07-18 07:02:33.091931+00:00,Carmen Finacse,start
64,Deliver Goods Services,2011-07-18 17:06:11.766772+00:00,Carmen Finacse,complete
64,Release Purchase Order,2011-07-18 19:26:17.353918+00:00,Kim Passa,start
64,Release Purchase Order,2011-07-18 19:27:17.353918+00:00,Kim Passa,complete
64,Approve Purchase Order for payment,2011-07-19 07:27:06.488885+00:00,Magdalena Predutta,start
64,Approve Purchase Order for payment,2011-07-19 07:28:06.488885+00:00,Magdalena Predutta,complete
64,Send Invoice,2011-07-19 19:51:40.903136+00:00,Esmeralda Clay,start
64,Send Invoice,2011-07-19 19:51:40.903136+00:00,Esmeralda Clay,complete
64,Release Supplier's Invoice,2011-07-20 09:47:58.205753+00:00,Karalda Nimwada,start
64,Release Supplier's Invoice,2011-07-20 09:54:04.763611+00:00,Karalda Nimwada,complete
64,Settle Dispute With Supplier,2011-07-20 10:48:04.763611+00:00,Pedro Alvares,start
64,Settle Dispute With Supplier,2011-07-20 22:08:04.763611+00:00,Pedro Alvares,complete
64,Authorize Supplier's Invoice payment,2011-07-20 22:08:49.210423+00:00,Karalda Nimwada,complete
64,Authorize Supplier's Invoice payment,2011-07-20 22:08:49.210423+00:00,Karalda Nimwada,start
64,Pay Invoice,2011-07-20 22:47:37.967505+00:00,Karalda Nimwada,start
64,Pay Invoice,2011-07-20 23:01:52.856172+00:00,Karalda Nimwada,complete
65,Create Purchase Requisition,2011-06-27 07:36:33.805801+00:00,Anna Kaufmann,start
65,Create Purchase Requisition,2011-06-27 08:25:39.194663+00:00,Anna Kaufmann,complete
65,Analyze Purchase Requisition,2011-06-28 07:00:15.287369+00:00,Francis Odell,start
65,Analyze Purchase Requisition,2011-06-28 07:07:12.070217+00:00,Francis Odell,complete
65,Create Request for Quotation,2011-06-28 07:10:54.423466+00:00,Heinz Gutschmidt,start
65,Create Request for Quotation,2011-06-28 07:12:11.574800+00:00,Heinz Gutschmidt,complete
65,Analyze Request for Quotation,2011-06-30 07:01:39.555195+00:00,Karel de Groot,start
65,Analyze Request for Quotation,2011-06-30 07:22:34.167181+00:00,Karel de Groot,complete
65,Send Request for Quotation to Supplier,2011-07-01 05:58:55.233379+00:00,Magdalena Predutta,start
65,Send Request for Quotation to Supplier,2011-07-01 06:12:48.294806+00:00,Magdalena Predutta,complete
65,Create Quotation comparison Map,2011-07-01 16:31:20.480720+00:00,Magdalena Predutta,start
65,Create Quotation comparison Map,2011-07-01 21:52:24.949507+00:00,Magdalena Predutta,complete
65,Analyze Quotation Comparison Map,2011-07-02 05:28:08.702845+00:00,Nico Ojenbeer,start
65,Analyze Quotation Comparison Map,2011-07-02 05:37:34.860981+00:00,Nico Ojenbeer,complete
65,Choose best option,2011-07-02 05:37:34.860981+00:00,Immanuel Karagianni,complete
65,Choose best option,2011-07-02 05:37:34.860981+00:00,Immanuel Karagianni,start
65,Settle Conditions With Supplier,2011-07-03 00:42:13.100951+00:00,Magdalena Predutta,start
65,Settle Conditions With Supplier,2011-07-03 11:12:45.703626+00:00,Magdalena Predutta,complete
65,Create Purchase Order,2011-07-03 21:40:56.830579+00:00,Magdalena Predutta,start
65,Create Purchase Order,2011-07-03 21:46:57.555687+00:00,Magdalena Predutta,complete
65,Confirm Purchase Order,2011-07-05 18:55:29.557294+00:00,Esmeralda Clay,start
65,Confirm Purchase Order,2011-07-05 19:05:35.051935+00:00,Esmeralda Clay,complete
